"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.978696434E2,4.766164813E-3,-1.624639262E-4,4.651460797E-3
5.978796104E2,-1.679483801E-3,1.125344262E-2,3.504171036E-3
5.978895774E2,3.515155520E-3,-4.710259847E-3,1.452395460E-3
5.978995444E2,-1.197574195E-3,4.023577087E-3,2.768529812E-3
5.979095104E2,2.000499982E-3,-1.404399518E-3,-2.137887757E-3
5.979194774E2,-2.223273739E-3,-7.199671818E-4,-1.210042508E-3
5.979294444E2,-1.452868339E-3,5.148354685E-4,1.024311641E-3
5.979394114E2,-5.857432261E-4,8.527906029E-4,6.259553600E-3
5.979493784E2,-1.739405096E-3,-2.500719391E-3,2.452755114E-3
5.979593444E2,-1.452369615E-4,7.666164078E-3,3.404568881E-3
5.979693114E2,-4.736877512E-3,4.909088602E-7,1.474081306E-3
5.979792784E2,-1.376122236E-5,4.318274092E-3,4.683989100E-3
5.979892454E2,-2.706130035E-4,-9.837102145E-3,1.561699784E-3
5.979992124E2,-1.243199687E-3,1.186153572E-2,5.330605432E-3
5.980091784E2,-4.216567613E-3,9.279435501E-3,4.541281611E-3
5.980191454E2,-3.872486763E-3,-7.655872498E-3,4.410790862E-4
5.980291124E2,-2.624334767E-3,3.140007146E-3,4.899782129E-3
5.980390794E2,-5.748222582E-3,1.623796672E-2,4.669502378E-4
5.980490464E2,-2.553039230E-4,1.228735084E-3,-1.115310239E-3
5.980590124E2,-2.847359050E-3,-1.234459877E-2,3.693026956E-3
5.980689794E2,-4.512900021E-3,1.005258597E-2,7.598286495E-3
5.980789464E2,-1.203655731E-3,3.788299160E-3,3.450146876E-3
5.980889134E2,1.739379019E-3,-9.472848848E-3,2.763126977E-3
5.980988804E2,-1.421445049E-4,1.601108117E-3,5.034803879E-3
5.981088474E2,-1.559029799E-3,-1.025025616E-3,1.643915428E-3
5.981188134E2,-2.448258922E-3,-5.487950984E-3,-1.456802944E-3
5.981287804E2,1.875466201E-3,-3.563293722E-3,2.065112814E-3
5.981387474E2,-4.589357413E-3,8.293631487E-3,5.456914660E-3
5.981487144E2,-2.265805379E-4,-2.758168150E-3,2.125908853E-3
5.981586814E2,1.590452157E-4,-3.959520254E-3,-1.108233933E-3
5.981686474E2,1.091860235E-3,-1.298741088E-3,2.651997842E-3
5.981786144E2,1.090528443E-3,9.434596635E-3,2.945478074E-3
5.981885814E2,1.064351294E-3,-1.703311456E-3,2.122332808E-3
5.981985484E2,2.817510394E-3,-1.058468781E-2,2.023529494E-3
5.982085154E2,-2.172869164E-3,1.033170149E-2,6.995461415E-3
5.982184814E2,-4.014445003E-3,4.351839423E-3,1.073390478E-3
5.982284484E2,-4.717241973E-3,-1.275822334E-2,-3.335283371E-3
5.982384154E2,2.931011841E-5,-1.423543319E-3,-1.253490336E-3
5.982483824E2,-1.877998002E-3,2.101160213E-2,3.865995677E-4
5.982583494E2,1.930854749E-3,-7.192071527E-3,-4.540514667E-3
5.982683154E2,-1.315852627E-3,-1.064340770E-2,-2.173346234E-3
5.982782824E2,6.317170337E-4,2.936051227E-3,4.582826979E-3
5.982882494E2,-3.875713795E-3,1.310251094E-2,1.322472002E-3
5.982982164E2,2.042096574E-3,-1.516081765E-2,-5.059793591E-3
5.983081834E2,2.113735769E-3,-2.898559440E-3,-1.050138264E-3
5.983181504E2,-1.842123456E-3,1.833988354E-2,5.821083672E-3
5.983281164E2,1.252669375E-3,-1.437926851E-2,-3.208403010E-3
5.983380834E2,2.917943988E-3,-1.665307581E-2,-4.165542778E-3
5.983480504E2,-3.154654056E-3,5.153859034E-3,8.978871629E-4
5.983580174E2,5.380846560E-4,-2.763186116E-3,-2.132523805E-3
5.983679844E2,8.026333526E-4,3.380437847E-4,-3.433592152E-3
5.983779504E2,-1.238803379E-4,-3.543513361E-3,-1.317710616E-3
5.983879174E2,-8.410168812E-5,2.086673491E-2,1.424698625E-3
5.983978844E2,9.348238818E-4,2.746319398E-3,4.413830582E-3
5.984078514E2,1.603404060E-3,1.846351661E-3,3.121080808E-4
5.984178184E2,2.025812864E-4,-4.262838047E-5,-1.700975467E-3
5.984277844E2,2.295166720E-3,2.419016790E-3,-4.444109276E-3
5.984377517E2,3.187591908E-3,-1.037294511E-2,-3.188695293E-3
5.984477187E2,-5.285115913E-5,8.097659796E-3,1.887441613E-3
5.984576857E2,-3.865454346E-4,-8.177982643E-3,1.173980767E-3
5.984676527E2,-3.538665827E-3,4.693079740E-3,7.018030155E-4
5.984776187E2,-4.800255410E-4,9.595959447E-3,1.790236915E-3
5.984875858E2,-2.479783259E-3,1.488365419E-2,1.649094629E-4
5.984975527E2,2.287541283E-3,-1.298244577E-3,2.673340961E-3
5.985075197E2,3.368251957E-3,-6.070362870E-3,1.383571886E-3
5.985174867E2,2.851332538E-3,-9.142167401E-4,-3.261247184E-3
5.985274537E2,1.370439306E-3,-2.148074564E-3,-1.860272605E-3
5.985374197E2,-6.740121171E-5,-5.468769930E-3,1.798378071E-3
5.985473867E2,-3.788415343E-4,1.629697857E-3,3.644937882E-3
5.985573537E2,-2.774088643E-3,1.053922577E-3,2.477940638E-3
5.985673207E2,-4.819725640E-3,7.410040591E-3,1.240172423E-6
5.985772877E2,-2.488395199E-3,-1.803431427E-3,-1.711172401E-3
5.985872537E2,-1.675561070E-4,1.284771040E-2,4.873073194E-3
5.985972208E2,-9.241602384E-4,-1.639539562E-2,5.058429204E-3
5.986071877E2,-3.245422617E-3,-2.749991138E-3,3.054363187E-3
5.986171547E2,-1.014758833E-3,-4.823262338E-3,3.183792811E-3
5.986271217E2,-3.817371558E-3,7.118863054E-3,-7.918876363E-4
5.986370877E2,-2.207723446E-4,-1.025080588E-2,-2.914796933E-4
5.986470547E2,-9.086551145E-4,-6.749287713E-4,1.973195700E-3
5.986570217E2,-6.018592976E-4,1.224965788E-2,3.603849327E-3
5.986669887E2,-5.874317139E-6,-4.393125419E-3,-2.822205657E-3
5.986769557E2,-1.340118237E-3,-1.414642110E-2,2.737663453E-5
5.986869227E2,1.614419743E-4,-1.794636599E-3,4.145916551E-3
5.986968887E2,-2.380545251E-3,1.352972444E-2,4.078005906E-3
5.987068557E2,8.262842894E-4,-2.223750576E-3,2.114533680E-3
5.987168227E2,7.021287456E-5,-1.730266842E-3,1.646882622E-3
5.987267897E2,-2.007395960E-4,2.570142969E-2,5.857797340E-3
5.987367567E2,2.336454112E-3,7.356453716E-5,-3.965537995E-3
5.987467227E2,1.376229338E-4,-3.485665424E-3,-1.308579813E-3
5.987566897E2,-7.595960051E-4,-1.062799711E-2,-1.437743194E-3
5.987666567E2,-2.688939683E-3,1.952290349E-2,1.452661818E-3
5.987766237E2,-2.942248248E-4,-1.802234165E-2,-7.519029896E-4
5.987865907E2,2.201936673E-3,-5.732062738E-3,4.540140275E-3
5.987965577E2,2.839763416E-3,1.102774218E-2,4.412575159E-3
5.988065237E2,7.409458049E-4,7.715853862E-4,-9.804022266E-4
5.988164907E2,1.161680557E-4,-5.690498510E-4,-2.122631995E-3
5.988264577E2,2.862498164E-3,6.455872674E-3,1.134376274E-3
5.988364247E2,4.318309948E-4,1.137260068E-2,1.310677500E-3
5.988463917E2,1.702444628E-3,-1.058761682E-2,6.765027647E-4
5.988563577E2,-6.898730062E-4,-9.850986302E-3,5.859552766E-4
5.988663247E2,6.874464452E-5,2.276189625E-2,3.997654654E-3
5.988762917E2,-7.986472920E-4,-4.232436419E-3,1.596246148E-5
5.988862587E2,5.128562450E-3,4.202629905E-3,5.730578559E-4
5.988962257E2,3.697597422E-4,1.021178626E-2,2.771497238E-3
5.989061917E2,2.296862425E-3,1.242582314E-2,7.175154169E-4
5.989161587E2,1.988238655E-4,-9.714366868E-3,8.746418753E-4
5.989261257E2,2.754107583E-3,-1.308107749E-2,1.428921707E-3
5.989360927E2,-1.284576021E-3,1.489702798E-2,3.078217385E-3
5.989460597E2,5.322014913E-4,-9.522452019E-3,-4.943603184E-3
5.989560257E2,-1.664107665E-3,-5.131965037E-3,-3.772344906E-3
5.989659927E2,-1.207462978E-3,-1.319369534E-3,-2.381526167E-3
5.989759597E2,-1.232496463E-3,1.175568625E-2,-1.287499559E-3
5.989859267E2,3.525981912E-3,-1.353303064E-2,-4.300983623E-3
5.989958937E2,1.903051510E-3,-1.332983095E-2,1.234396594E-3
5.990058607E2,8.189766668E-4,7.828695700E-3,1.470504794E-3
5.990158267E2,-2.454580739E-3,-4.261788912E-3,-2.922379412E-3
5.990257937E2,3.160130233E-3,-2.363351360E-2,-3.417840460E-3
5.990357607E2,-1.152859069E-3,3.023396712E-3,2.544710878E-3
5.990457277E2,8.014780469E-4,7.048692089E-3,-9.106651996E-4
5.990556947E2,-4.515523091E-3,-7.238101680E-3,-1.978060231E-3
5.990656607E2,3.681874601E-3,-2.722888999E-2,-2.831299091E-3
5.990756277E2,-4.411738366E-3,1.461922377E-2,4.710206413E-4
5.990855947E2,9.900983423E-4,-2.549318410E-2,-5.503512919E-3
5.990955618E2,-4.301602487E-3,-3.225962399E-3,-3.126108786E-3
5.991055287E2,2.410697052E-3,4.898053594E-3,2.160759177E-3
5.991154957E2,-4.633516073E-5,2.113667876E-2,1.096027205E-3
5.991254617E2,4.028007854E-3,-1.926367730E-2,-3.564695828E-3
5.991354287E2,-5.142251030E-5,-6.617391482E-3,3.591218032E-3
5.991453957E2,-1.052003819E-3,1.134813577E-2,3.674727632E-3
5.991553627E2,-9.108562954E-4,-2.184736729E-2,-3.228718415E-3
5.991653297E2,-3.780168481E-4,-3.030619398E-2,-3.307319945E-3
5.991752957E2,-8.323518559E-4,1.233767252E-2,2.551367972E-3
5.991852627E2,-2.533855848E-3,1.357742492E-2,1.580628450E-4
5.991952297E2,3.361051204E-3,-1.782150939E-2,-7.055108901E-3
5.992051968E2,1.882533077E-3,-1.321260072E-2,1.809267560E-4
5.992151637E2,3.749178723E-4,2.277070098E-2,4.644650966E-3
5.992251297E2,2.601360437E-3,-1.103824563E-2,5.578782875E-4
5.992350967E2,2.960620681E-3,-3.135763109E-2,3.528634552E-3
5.992450637E2,1.060485374E-3,1.450886205E-2,6.871360354E-3
5.992550307E2,1.189648639E-3,1.350671425E-2,5.977070890E-3
5.992649977E2,3.556053853E-3,-2.029282972E-2,-2.137010684E-3
5.992749647E2,4.150205292E-3,-1.080265548E-2,2.456409391E-3
5.992849308E2,-1.354489010E-3,1.690469868E-2,7.980910130E-3
5.992948977E2,-1.013338100E-3,-3.306562547E-3,-1.843423815E-4
5.993048647E2,-1.127253287E-3,-1.654243097E-2,-1.113825361E-3
5.993148318E2,-1.981861889E-3,9.937114082E-3,1.126425806E-3
5.993247987E2,-3.063045442E-3,2.588481177E-3,3.288151696E-3
5.993347647E2,-4.636973143E-3,-5.242011510E-3,2.650857437E-3
5.993447317E2,-2.702232450E-5,1.386006363E-3,3.601796459E-3
5.993546987E2,-1.009728760E-3,2.352300100E-2,3.561848775E-3
5.993646657E2,-1.182022970E-3,3.261663485E-3,1.636653207E-3
5.993746327E2,6.004306488E-4,-6.024512928E-3,2.020148328E-3
5.993845997E2,-1.379434951E-3,-1.125181792E-3,-3.953804844E-4
5.993945658E2,-5.104457960E-4,-2.382460050E-3,4.195467918E-4
5.994045327E2,-3.960224800E-3,-1.003155578E-2,-2.130733570E-3
5.994144997E2,1.231341157E-3,2.101631835E-4,2.688256325E-3
5.994244667E2,-4.919562954E-3,1.305268146E-2,4.546650220E-3
5.994344328E2,-7.469225675E-4,-2.769424813E-3,4.276339430E-3
5.994443988E2,1.651973464E-3,2.951009199E-3,3.407919779E-3
5.994543658E2,-9.504677728E-4,2.224232536E-3,3.640147392E-3
5.994643328E2,-2.655176446E-3,-5.563857500E-3,2.206643578E-3
5.994742998E2,-4.977500066E-4,-9.831573814E-3,-4.663711297E-4
5.994842668E2,8.095856756E-4,-5.330557935E-3,-8.613201790E-4
5.994942338E2,-4.034171812E-3,4.837923683E-3,-4.709007626E-4
5.995041998E2,-1.920056529E-3,-8.429433219E-3,-6.792734494E-4
5.995141668E2,2.038143575E-4,3.453857265E-3,-1.275288872E-3
5.995241338E2,4.297162406E-3,9.444413707E-3,2.212614054E-3
5.995341008E2,3.543754341E-3,6.110136863E-3,-1.261745929E-3
5.995440678E2,6.872401107E-3,-6.082454696E-3,-9.211950237E-5
5.995540338E2,2.896834398E-3,4.154469818E-3,2.503131051E-3
5.995640008E2,3.045112826E-3,-5.022045225E-4,5.767481052E-4
5.995739678E2,4.261601716E-4,-9.860020131E-3,2.249444951E-4
5.995839348E2,3.270742251E-3,-4.300800152E-3,-2.523585455E-3
5.995939018E2,4.999893717E-4,2.779213712E-3,-1.708924538E-3
5.996038678E2,-2.917854115E-3,2.123859711E-3,1.303333556E-5
5.996138348E2,2.973857336E-3,-1.230491325E-4,-1.615223242E-3
5.996238018E2,-2.822285518E-3,1.075954083E-2,1.506419852E-3
5.996337688E2,-5.366327241E-5,-2.881170250E-3,-1.726125134E-3
5.996437358E2,-3.646317869E-3,6.895726547E-3,-8.081704727E-4
5.996537028E2,2.964713378E-3,-1.131922938E-2,-2.741625300E-3
5.996636688E2,-1.113957260E-3,-4.062001128E-3,2.341435757E-3
5.996736358E2,1.184350345E-3,-8.695368655E-3,1.919984934E-4
5.996836028E2,-1.383853611E-3,-5.538112018E-3,-4.224695731E-4
5.996935698E2,-1.713286154E-3,-5.672867876E-3,-3.075244371E-3
5.997035368E2,-2.863368019E-3,3.345790552E-3,-9.566989029E-4
5.997135028E2,-5.133948289E-4,-1.248084381E-2,-2.254723571E-3
5.997234698E2,-4.925055429E-3,-5.557510071E-3,4.828201490E-4
5.997334368E2,-3.021428362E-3,2.545727766E-4,2.544106916E-3
5.997434038E2,-1.292916015E-3,-6.018849090E-3,1.694903011E-3
5.997533708E2,8.466672152E-4,-4.048376344E-3,1.555957715E-4
5.997633378E2,1.005236991E-4,2.571436809E-3,1.783732441E-3
5.997733038E2,-1.769015566E-3,-2.652886091E-3,-1.971857389E-3
5.997832708E2,-9.764498100E-5,-2.043224638E-3,-1.142279943E-4
5.997932378E2,1.838739496E-3,-4.544731695E-3,-8.695004508E-4
5.998032048E2,1.093063038E-3,2.496659756E-3,8.967092726E-4
5.998131718E2,-2.663591877E-3,-1.447007339E-2,-3.571808804E-3
5.998231378E2,-2.342135645E-3,5.603229627E-3,-4.164925194E-4
5.998331048E2,4.651020281E-4,-5.193225108E-3,-7.941287477E-4
5.998430718E2,-6.891037337E-4,-1.654999680E-3,-2.971341833E-3
5.998530388E2,2.888450399E-5,-1.059682947E-2,3.110042308E-4
5.998630058E2,-1.043303870E-3,7.157666609E-3,2.111301292E-3
5.998729728E2,2.565279137E-3,7.868526736E-4,4.025048576E-3
5.998829388E2,6.123348139E-4,-1.312693302E-2,1.454529818E-3
5.998929058E2,-5.174980499E-3,-4.342230037E-3,2.355743432E-3
5.999028728E2,-1.919085626E-3,5.170329008E-3,2.721778816E-3
5.999128398E2,2.175258007E-3,-1.098094415E-2,-1.644473756E-3
5.999228068E2,3.097842913E-3,-1.092497353E-2,3.983010538E-3
5.999327728E2,2.146029379E-3,4.842537455E-3,4.293003120E-3
5.999427398E2,-1.115631312E-4,5.572574679E-3,8.330972050E-4
5.999527068E2,2.693810733E-3,-1.098163426E-2,1.650421182E-3
5.999626738E2,-2.983530518E-3,7.542615291E-3,5.515092518E-3
5.999726408E2,-7.360894233E-4,1.221433189E-2,6.464242935E-3
5.999826078E2,1.553103328E-3,-2.728757914E-3,-1.560166478E-3
5.999925738E2,-1.858672593E-3,-1.070678886E-2,-4.164738115E-3
6.000025408E2,-2.825224772E-3,1.696854830E-3,3.886564169E-3
6.000125078E2,-5.054291338E-3,1.633598655E-2,6.433668314E-4
6.000224748E2,1.609697007E-3,-1.059804577E-2,9.277695790E-5
6.000324418E2,-1.444682479E-3,-7.073618472E-3,6.501764874E-4
6.000424088E2,-4.593011923E-3,2.843866311E-2,2.278205240E-3
6.000523748E2,5.586068146E-4,-1.900068019E-3,-6.177330855E-3
6.000623418E2,-1.445776317E-3,3.466748400E-3,-3.461323446E-3
6.000723088E2,3.662388772E-4,2.696562326E-3,-1.856352319E-4
6.000822758E2,-1.165018883E-3,2.075235546E-2,2.022696659E-3
6.000922428E2,3.847849322E-3,-1.463572960E-2,-1.615980174E-3
6.001022088E2,5.149610806E-3,-1.511168666E-2,-3.187590279E-3
6.001121758E2,-1.818283461E-3,1.970994473E-2,-3.409431782E-3
6.001221428E2,4.772902001E-3,-1.099061454E-3,-1.113740145E-4
6.001321098E2,5.363454111E-4,-1.313978573E-3,-1.842162455E-3
6.001420768E2,-5.187890492E-4,1.293845382E-2,2.551256679E-3
6.001520438E2,-2.470353618E-3,1.029553264E-2,3.292680718E-3
6.001620098E2,3.307391889E-4,-2.221308462E-2,-3.191774478E-3
6.001719768E2,-2.661588602E-3,-3.508106340E-3,1.487399684E-3
6.001819438E2,-9.308005683E-4,2.011786029E-2,6.834228057E-3
6.001919108E2,8.503217250E-4,4.946897272E-3,3.536169417E-3
6.002018778E2,2.048398834E-3,-1.608997956E-2,3.904809128E-4
6.002118448E2,1.604836434E-4,2.689450420E-2,1.641367562E-3
6.002218108E2,4.721665755E-4,1.119093690E-2,-3.678063629E-3
6.002317778E2,3.904714715E-3,-1.233329717E-2,-4.247713834E-3
6.002417448E2,-1.702057663E-3,-1.182990149E-2,-3.446292831E-3
6.002517118E2,-2.155860420E-3,2.891519573E-3,-3.393828636E-3
6.002616788E2,-3.553688060E-3,-4.386589862E-3,-4.943563137E-3
6.002716448E2,1.027482096E-3,-7.203415036E-3,-1.935522538E-3
6.002816118E2,7.091546431E-4,7.708120625E-3,8.981180727E-4
6.002915788E2,-1.834430732E-3,6.331266370E-3,-1.809948008E-4
6.003015458E2,2.316365484E-3,-7.214054000E-3,8.835500921E-4
6.003115128E2,-2.095160540E-3,9.244015440E-3,1.322705299E-3
6.003214788E2,2.381433034E-3,-7.737452979E-4,1.045353711E-3
6.003314458E2,-6.031715311E-4,-1.061172783E-2,-3.647935111E-3
6.003414128E2,8.013402112E-4,-3.216963634E-2,-5.361527670E-3
6.003513798E2,-5.207550712E-3,1.155973505E-2,-2.276255284E-3
6.003613468E2,-2.512687352E-3,-5.418141838E-3,-3.288703505E-3
6.003713138E2,-1.560341101E-3,-4.895097110E-3,-2.098270692E-3
6.003812798E2,-7.466361858E-4,-1.281574252E-3,-2.046347130E-3
6.003912468E2,-2.276889049E-3,1.450324804E-2,2.857864136E-3
6.004012138E2,-4.600803368E-4,-6.660627201E-3,-1.757427235E-4
6.004111808E2,3.023334546E-3,-1.521336846E-2,-2.537700348E-3
6.004211478E2,-1.240111422E-3,3.495553741E-3,-9.731720202E-4
6.004311153E2,1.108529978E-3,-6.190895569E-3,-1.615260146E-3
6.004410813E2,4.465702455E-3,-1.287404820E-2,-2.062059706E-3
6.004510483E2,1.194275450E-3,4.193352070E-3,3.209401388E-3
6.004610153E2,-1.186696347E-3,7.987096906E-3,3.955279011E-3
6.004709823E2,-2.782728989E-3,4.961745813E-3,1.581337303E-3
6.004809493E2,4.406042863E-3,-6.309838966E-3,7.098388160E-4
6.004909153E2,-5.567581393E-4,7.163092494E-3,-9.310420137E-5
6.005008823E2,-1.081661787E-3,-9.512872435E-3,-1.541711390E-4
6.005108493E2,1.849413384E-3,-1.264528278E-2,7.614236674E-4
6.005208163E2,-9.328708984E-4,-1.180143561E-3,5.448624026E-3
6.005307833E2,-1.142461784E-3,6.492423359E-3,5.745067610E-4
6.005407503E2,3.799566301E-3,-2.331553958E-2,-2.417520736E-4
6.005507163E2,3.055479145E-3,2.070244402E-3,2.117842087E-4
6.005606833E2,3.636155743E-3,7.375455461E-3,2.454144997E-4
6.005706503E2,-2.361549065E-3,-2.987969434E-3,3.709121607E-3
6.005806173E2,6.299917586E-4,-1.291277912E-2,-1.204407075E-3
6.005905843E2,-2.862744033E-3,1.916046999E-2,5.653765053E-3
6.006005513E2,-6.689610891E-4,-9.360997356E-4,2.380451187E-4
6.006105173E2,-3.315344453E-3,4.086888395E-3,-2.064523986E-3
6.006204843E2,6.798794493E-4,-2.170735039E-2,1.261031022E-3
6.006304513E2,-1.508706249E-3,1.475824881E-2,2.089007758E-3
6.006404183E2,-4.262779839E-4,-4.901818000E-3,-6.914039841E-5
6.006503853E2,-3.858293872E-3,6.651507691E-3,6.922573666E-4
6.006603523E2,5.826679990E-4,4.738954827E-3,2.731708111E-3
6.006703183E2,1.977099106E-3,7.559508085E-3,1.198526239E-3
6.006802853E2,-5.520386621E-4,7.488711737E-3,1.856852905E-4
6.006902523E2,1.154514961E-3,-4.616686609E-3,-1.378888264E-4
6.007002193E2,5.323905498E-4,9.657954797E-3,2.419706434E-3
6.007101863E2,-1.086811069E-3,4.066660476E-4,8.796006441E-4
6.007201523E2,-3.048798535E-3,9.376259521E-3,2.603800735E-3
6.007301193E2,-4.528556019E-5,1.493693981E-2,1.134534832E-3
6.007400863E2,-1.583035104E-3,3.772018477E-3,1.836961601E-3
6.007500533E2,-1.067447010E-3,1.206861576E-3,1.169041032E-3
6.007600203E2,-9.480114095E-4,8.644142188E-3,1.754401717E-3
6.007699873E2,1.448034775E-3,9.868131019E-3,1.243607374E-3
6.007799533E2,2.357111778E-3,-1.864567213E-2,-2.286676783E-3
6.007899203E2,1.115013380E-3,3.171475604E-3,-3.263524268E-3
6.007998873E2,2.008403651E-3,3.186943941E-3,-1.481224317E-3
6.008098543E2,-7.343855686E-4,7.242938038E-3,1.366493991E-3
6.008198213E2,1.054766122E-3,-1.509657130E-2,1.353559084E-3
6.008297883E2,2.149058972E-3,8.622073568E-3,3.621240845E-3
6.008397543E2,1.696668100E-3,7.194655016E-3,1.150056720E-3
6.008497213E2,4.425343126E-3,-1.129620429E-2,9.513850091E-4
6.008596883E2,-1.286874991E-3,-1.495347545E-2,-4.189233296E-3
6.008696553E2,-4.077601247E-3,9.527872317E-4,1.384762581E-3
6.008796223E2,-5.551804788E-4,-4.301492125E-3,-5.405768286E-3
6.008895893E2,3.353804350E-4,-2.462567203E-2,-3.417185973E-3
6.008995553E2,-3.810829483E-3,1.155261998E-6,-1.140757580E-3
6.009095223E2,2.334947465E-3,3.682442941E-3,-2.094435506E-3
6.009194893E2,3.392895684E-3,-1.178453490E-2,-3.355173627E-3
6.009294563E2,3.170788055E-3,-1.280425955E-2,-2.127190121E-3
6.009394233E2,-3.219325561E-3,3.093875712E-3,8.574174135E-4
6.009493903E2,-2.727706451E-3,2.514838998E-4,-4.786905483E-4
6.009593563E2,3.220222192E-3,-2.394850180E-2,-3.832832212E-3
6.009693233E2,-2.722355537E-3,-7.027841173E-3,1.976853469E-3
6.009792903E2,-2.169015817E-3,1.106270123E-2,-9.587071254E-4
6.009892573E2,9.823027067E-4,7.849064656E-3,-3.921473864E-3
6.009992243E2,3.617319511E-3,-2.393897064E-2,2.675857395E-3
6.010091903E2,-2.689311747E-3,1.197056007E-2,4.057505634E-3
6.010191573E2,-2.338569611E-4,-4.000208341E-3,-1.116293250E-3
6.010291243E2,-2.561459783E-3,-2.248574235E-2,-1.859581564E-3
6.010390913E2,8.368911222E-5,6.365373731E-3,-5.706417141E-4
6.010490583E2,-2.798326313E-4,-2.274719998E-3,1.856563264E-3
6.010590253E2,7.944293320E-4,-1.128193922E-2,-7.359959651E-3
6.010689913E2,9.425012395E-4,-8.334086277E-3,-6.040525623E-4
6.010789583E2,3.477876075E-3,2.788473852E-2,6.638182327E-3
6.010889253E2,5.060546100E-4,5.381827243E-3,-4.385972861E-3
6.010988923E2,2.771207830E-3,-3.013013303E-2,-2.566335024E-3
6.011088593E2,2.744942904E-4,8.040421642E-3,4.056147300E-3
6.011188263E2,-2.872064710E-3,2.179380320E-2,3.521105973E-3
6.011287923E2,6.987014785E-4,-2.361309342E-2,-5.973862484E-3
6.011387593E2,1.774080563E-3,-2.465407550E-2,4.922359949E-5
6.011487263E2,-6.043361966E-3,2.600084618E-2,7.186761126E-3
6.011586933E2,-7.329894695E-3,3.093423694E-2,2.735935617E-3
6.011686603E2,5.214925855E-3,-1.535682846E-2,-3.303314792E-3
6.011786263E2,2.901009750E-3,3.439957742E-3,2.178875031E-3
6.011885933E2,2.757731825E-3,-6.658375496E-4,1.135714818E-3
6.011985603E2,-4.276390187E-3,4.409600981E-3,1.974493498E-3
6.012085273E2,3.074430861E-4,-2.084568702E-2,-1.638883492E-3
6.012184943E2,-6.577480584E-3,2.266485058E-2,5.579803139E-3
6.012284613E2,-4.394268617E-4,1.332514454E-2,2.649261151E-3
6.012384273E2,-2.003527712E-3,4.670777358E-3,-3.833913361E-4
6.012483943E2,1.839930192E-4,1.291113067E-2,3.006546292E-3
6.012583613E2,-1.998588443E-3,5.055150948E-3,7.237698883E-3
6.012683283E2,-1.284861006E-3,-3.915174399E-3,5.092223291E-4
6.012782953E2,4.958467558E-3,-4.691716284E-3,2.451162552E-3
6.012882623E2,-2.757775597E-3,1.052238978E-2,2.354489872E-3
6.012982283E2,1.132092439E-4,3.758520586E-3,3.454877529E-3
6.013081953E2,-1.792016439E-3,-8.635299280E-3,5.055859219E-5
6.013181623E2,5.271844566E-5,5.880327895E-3,2.370241564E-3
6.013281293E2,-4.040027503E-3,8.983177133E-3,2.867720090E-3
6.013380963E2,-6.923936307E-4,-6.290433928E-3,1.439847751E-3
6.013480633E2,-9.912000969E-4,-2.976662479E-3,3.557326971E-3
6.013580293E2,4.089530557E-5,9.955034591E-3,5.988605320E-3
6.013679963E2,4.167197272E-3,-3.232671879E-3,2.090802882E-3
6.013779633E2,4.415594973E-3,-3.511856543E-3,2.004738897E-3
6.013879303E2,3.151392564E-3,4.503946111E-4,2.463867888E-3
6.013978973E2,5.482490640E-3,-1.015805919E-2,-6.452586967E-5
6.014078633E2,1.985759940E-3,-3.134503961E-3,2.813019790E-3
6.014178303E2,-3.297310323E-4,1.603082288E-3,2.998556942E-3
6.014277973E2,3.851165529E-3,-7.590682246E-3,-7.021717029E-4
6.014377645E2,5.267761182E-3,1.541390317E-3,-2.865951043E-3
6.014477315E2,4.629667848E-3,-1.041343203E-3,-1.232900657E-3
6.014576985E2,8.020922542E-4,-4.042229149E-3,-2.309827833E-4
6.014676645E2,-1.654345542E-4,-4.421678022E-4,2.315265359E-3
6.014776315E2,5.569577683E-3,-1.316561550E-2,2.448882908E-3
6.014875985E2,-7.162811235E-4,8.681360632E-3,2.845161594E-3
6.014975655E2,3.103713738E-3,-8.920638822E-3,-4.769914318E-3
6.015075325E2,7.481477223E-4,6.092399359E-3,1.338045928E-3
6.015174995E2,5.032856017E-3,-9.340277873E-3,-7.295673713E-4
6.015274655E2,-7.754978724E-4,6.523107179E-3,9.546157671E-4
6.015374325E2,-1.451042481E-3,-9.454549290E-3,-3.496171907E-3
6.015473995E2,6.171683781E-4,-1.878388575E-3,-7.576434291E-4
6.015573665E2,4.021235742E-3,-6.074206904E-3,-1.696669031E-3
6.015673335E2,4.094569013E-4,1.897202246E-2,1.035201596E-3
6.015773005E2,8.575227112E-4,-1.534901280E-2,-1.433470054E-3
6.015872665E2,-2.963581122E-3,7.192782126E-3,1.561708050E-4
6.015972335E2,-3.661145922E-3,4.900079221E-3,1.687075011E-3
6.016072005E2,3.911196254E-4,-1.118664513E-3,6.905201008E-4
6.016171675E2,1.564244274E-3,-3.283063415E-3,-7.727035554E-4
6.016271345E2,7.107011043E-4,-2.311009681E-3,-1.016915427E-3
6.016371015E2,-7.101702970E-3,7.103322539E-3,-2.561739646E-3
6.016470675E2,6.433026865E-4,-6.003957242E-3,-2.744698664E-3
6.016570345E2,3.507018322E-3,2.901643515E-3,4.427467473E-3
6.016670015E2,-1.716772560E-3,1.673127292E-3,4.624275025E-3
6.016769685E2,-1.371646766E-3,-8.585844189E-3,1.468771370E-3
