"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.529524994E2,4.840933228E-1,-6.661148071E-2,9.981842651E0
5.529624654E2,-1.555265808E-1,3.957769775E-1,1.001133133E1
5.529724314E2,-8.301736450E-1,2.076182556E-1,9.907746735E0
5.529823984E2,-2.288740540E-1,9.071136475E-2,9.768685913E0
5.529923644E2,5.656736755E-1,6.750961304E-2,9.746082916E0
5.530023314E2,-2.441423035E-1,-9.580078125E-2,9.810299377E0
5.530122974E2,1.529818726E-1,-2.351609802E-1,9.801617432E0
5.530222644E2,1.398691406E0,-1.634600830E-1,9.791438599E0
5.530322304E2,7.083270264E-1,-3.143463135E-3,9.747879181E0
5.530421974E2,-4.589456177E-1,-1.465452576E-1,9.712702332E0
5.530521634E2,8.981323242E-2,-6.721023560E-2,9.820328522E0
5.530621304E2,7.059320068E-1,2.472857666E-1,9.832004242E0
5.530720964E2,-4.281097412E-2,2.252815247E-1,9.873767395E0
5.530820624E2,-5.900729370E-1,1.869612122E-1,9.703421631E0
5.530920294E2,2.155517578E-1,1.056802368E-1,9.497599640E0
5.531019954E2,1.466949463E-1,1.603166199E-1,9.704768829E0
5.531119624E2,-2.433938599E-1,-2.332150269E-1,9.975555725E0
5.531219284E2,7.964936829E-1,-2.996768188E-1,9.926906891E0
5.531318954E2,1.037642212E0,-1.215472412E-1,9.895472260E0
5.531418614E2,-6.032455444E-2,-4.819976807E-2,9.720186768E0
5.531518284E2,-2.118095398E-1,-3.150947571E-1,9.721384277E0
5.531617944E2,6.060896301E-1,1.513352966E-1,9.626032562E0
5.531717604E2,1.592687988E-1,4.611909485E-1,9.800719299E0
5.531817274E2,-8.554710388E-1,3.996688843E-1,1.007779312E1
5.531916934E2,-3.397933960E-2,-3.053649902E-2,1.012808853E1
5.532016604E2,4.537065125E-1,2.963836670E-1,1.003243744E1
5.532116264E2,-4.339476013E-1,1.068777466E-1,9.847571869E0
5.532215934E2,1.547781372E-1,-3.031196594E-1,9.766290894E0
5.532315594E2,9.476792908E-1,-2.234852600E-1,9.765243073E0
5.532415264E2,4.682263184E-1,8.726852417E-2,9.721084900E0
5.532514924E2,-7.963439941E-2,-4.490661621E-4,9.869725800E0
5.532614594E2,6.319857788E-1,-1.782792664E-1,9.898765411E0
5.532714254E2,5.069956970E-1,2.411485291E-1,1.002315674E1
5.532813914E2,-9.821076965E-1,3.591032410E-1,1.004695724E1
5.532913584E2,-7.197033691E-1,4.011657715E-2,1.014724869E1
5.533013244E2,5.694158936E-1,1.094224548E-1,1.013856674E1
5.533112914E2,7.409591675E-2,2.439926147E-1,1.002016296E1
5.533212574E2,-5.948629761E-1,-1.513352966E-1,9.987231445E0
5.533312244E2,7.315287781E-1,-2.158511353E-1,9.919272766E0
5.533411904E2,1.191073151E0,1.348695374E-1,9.691296844E0
5.533511574E2,-1.892065430E-1,1.219963074E-1,9.862540741E0
5.533611234E2,-5.987548828E-4,-1.196012878E-1,9.858050079E0
5.533710904E2,7.488926697E-1,1.935475159E-1,9.961484985E0
5.533810564E2,-4.640350342E-3,4.590953064E-1,9.987830200E0
5.533910221E2,-1.022523651E0,2.350112915E-2,1.023152344E1
5.534009891E2,1.002914429E-1,-3.682342529E-2,1.016161880E1
5.534109551E2,3.475772095E-1,2.842588806E-1,9.957742767E0
5.534209221E2,-2.918930054E-1,1.384620667E-1,9.789342957E0
5.534308881E2,2.589614868E-2,-3.216810608E-1,9.824669495E0
5.534408551E2,1.485361176E0,-6.661148071E-2,9.795330505E0
5.534508211E2,5.538482666E-3,2.670446777E-1,9.908794556E0
5.534607881E2,-3.529660034E-1,-8.801696777E-2,9.938432922E0
5.534707541E2,7.909552002E-1,-6.691085815E-2,9.854607239E0
5.534807211E2,1.183139648E0,4.257147217E-1,9.624236298E0
5.534906871E2,-8.289761353E-1,3.878434753E-1,9.704768829E0
5.535006531E2,-1.838177490E-1,6.331832886E-2,9.796528015E0
5.535106201E2,8.328680420E-1,1.869612122E-1,9.986483002E0
5.535205861E2,-2.206411743E-1,4.959187317E-1,1.007554779E1
5.535305531E2,-2.507286072E-1,-6.481521606E-2,1.000908600E1
5.535405191E2,8.866062927E-1,-2.504292297E-1,9.999655609E0
5.535504861E2,6.622229004E-1,2.514770508E-1,9.897717590E0
5.535604521E2,-9.042695618E-1,2.863545227E-1,9.790989532E0
5.535704191E2,4.538562012E-1,-1.654060364E-1,9.686207428E0
5.535803851E2,2.069745941E0,-7.409591675E-2,9.519304504E0
5.535903521E2,-3.173400879E-2,6.571334839E-1,9.553882599E0
5.536003181E2,-1.398691406E0,3.719764709E-1,9.477391663E0
5.536102841E2,8.966354370E-2,8.158035278E-2,9.710756378E0
5.536202511E2,1.065634003E0,4.174818420E-1,9.866432648E0
5.536302171E2,-6.613247681E-1,4.625381470E-1,9.948312378E0
5.536401841E2,-2.143542480E-1,-1.583706665E-1,1.002315674E1
5.536501501E2,9.151968384E-1,4.550537109E-2,1.005848328E1
5.536601171E2,2.327659607E-1,3.243754578E-1,1.000115250E1
5.536700831E2,-3.384461975E-1,1.489402771E-1,9.740095367E0
5.536800501E2,9.270222473E-1,-1.537303162E-1,9.760153656E0
5.536900161E2,1.077010345E0,2.896476746E-1,9.962532806E0
5.536999831E2,-1.126856689E0,4.828958130E-1,9.881700897E0
5.537099491E2,-7.879614258E-1,1.815724182E-1,9.665700073E0
5.537199151E2,6.316864014E-1,1.378633118E-1,9.965077515E0
5.537298821E2,2.591111755E-1,4.423301697E-1,1.015084122E1
5.537398481E2,-1.019080811E0,1.389111328E-1,1.006357269E1
5.537498151E2,3.082090759E-1,-9.684860229E-2,9.906848602E0
5.537597811E2,1.329235840E0,1.419049072E-1,9.875264282E0
5.537697481E2,1.829196167E-1,2.877017212E-1,9.829609222E0
5.537797141E2,-1.573228455E-1,-2.260299683E-2,9.896370392E0
5.537896811E2,9.309141541E-1,1.037342834E-1,1.007734406E1
5.537996471E2,5.324427795E-1,5.095404053E-1,1.011012589E1
5.538096131E2,-1.026265869E0,4.791535950E-1,9.982291718E0
5.538195801E2,-4.300556946E-1,1.341210938E-1,9.964778137E0
5.538295461E2,7.319778442E-2,3.875440979E-1,1.015937347E1
5.538395131E2,-2.948867798E-1,4.314028931E-1,1.014410522E1
5.538494791E2,-1.842668152E-1,-1.990859985E-2,9.911339264E0
5.538594461E2,1.118174744E0,-7.274871826E-2,9.980645142E0
5.538694121E2,8.204438782E-1,3.353027344E-1,9.786498871E0
5.538793791E2,-1.315763855E-1,5.688171387E-2,9.631421356E0
5.538893451E2,4.291575623E-1,6.017486572E-2,9.762249298E0
5.538993121E2,9.280700684E-1,3.115022278E-1,9.898615723E0
5.539092781E2,-4.176315308E-2,5.318440247E-1,9.748178558E0
5.539192451E2,-6.544390869E-1,2.796185303E-1,9.743837585E0
5.539292111E2,4.879852295E-2,3.719764709E-1,9.771979065E0
5.539391771E2,2.978805542E-2,4.740641785E-1,9.908794556E0
5.539491441E2,4.505630493E-2,1.585203552E-1,9.911339264E0
5.539591101E2,7.229965210E-1,-7.005432129E-2,1.008333160E1
5.539690771E2,7.497908020E-1,2.221380615E-1,1.001312759E1
5.539790431E2,-2.365081787E-2,2.495310974E-1,9.740095367E0
5.539890101E2,2.595602417E-1,9.475296021E-2,9.428892517E0
5.539989761E2,6.596781921E-1,1.145118713E-1,9.701176300E0
5.540089431E2,2.459385681E-1,4.891827393E-1,9.826016693E0
5.540189091E2,-4.212240601E-1,4.830455017E-1,9.691147156E0
5.540288761E2,-2.237846375E-1,1.917512512E-1,9.725126495E0
5.540388421E2,7.020401001E-2,2.878514099E-1,1.010249176E1
5.540488081E2,-7.619155884E-2,2.981799316E-1,9.900561676E0
5.540587751E2,-1.404080200E-1,4.385879517E-2,9.903555450E0
5.540687411E2,5.995033264E-1,1.499880981E-1,9.899813232E0
5.540787081E2,3.396437073E-1,1.770817566E-1,9.879006500E0
5.540886741E2,2.495310974E-1,1.736389160E-2,9.608369293E0
5.540986411E2,3.658392334E-1,1.091230774E-1,9.597591705E0
5.541086071E2,3.269201660E-1,3.206332397E-1,9.703271942E0
5.541185741E2,1.127156067E-1,4.567002869E-1,9.927206268E0
5.541285401E2,2.014810181E-1,3.499722290E-1,9.797126770E0
5.541385071E2,-4.185296631E-1,5.001100159E-1,9.828262024E0
5.541484731E2,-3.338058472E-1,5.063969421E-1,9.888586578E0
5.541584401E2,-2.784210205E-2,2.830613708E-1,9.880054321E0
5.541684061E2,4.379891968E-1,1.187031555E-1,9.892328796E0
5.541783721E2,5.147795105E-1,2.109114075E-1,1.000010468E1
5.541883391E2,3.924838257E-1,1.725910950E-1,9.955796814E0
5.541983051E2,3.115022278E-1,2.814147949E-2,9.815538483E0
5.542082721E2,2.062710571E-1,2.920426941E-1,9.862989807E0
5.542182381E2,1.975891113E-2,3.779640198E-1,9.978250122E0
5.542282051E2,-1.785786438E-1,4.001179504E-1,1.010174332E1
5.542381711E2,-8.637039185E-2,3.707789612E-1,1.018721558E1
5.542481381E2,-3.300636292E-1,4.278103638E-1,1.022583527E1
5.542581041E2,-1.122665405E-2,3.610491943E-1,1.008842102E1
5.542680711E2,1.287322998E-1,2.164498901E-1,9.918075256E0
5.542780371E2,6.451583862E-2,1.501377869E-1,9.993518372E0
5.542880031E2,4.960684204E-1,1.363664246E-1,9.996512146E0
5.542979701E2,6.316864014E-1,1.636097717E-1,9.844877472E0
5.543079361E2,7.318281555E-1,1.475930786E-1,9.713001709E0
5.543179031E2,1.071771240E-1,2.565664673E-1,9.875264282E0
5.543278691E2,2.179467773E-1,3.489244080E-1,9.906399536E0
5.543378361E2,-1.118174744E-1,4.315525818E-1,1.003049149E1
5.543478021E2,-6.541397095E-2,4.487667847E-1,1.022598495E1
5.543577691E2,-3.784130859E-1,2.689906311E-1,1.020802231E1
5.543677351E2,2.820135498E-1,1.968406677E-1,9.994266815E0
5.543777021E2,4.468208313E-1,2.478845215E-1,9.774823151E0
5.543876682E2,2.508782959E-1,-1.131646729E-1,9.868528290E0
5.543976352E2,7.110214233E-1,2.145039368E-1,9.719887390E0
5.544076012E2,5.834866333E-1,2.240840149E-1,9.526190186E0
5.544175672E2,2.508782959E-1,1.679507446E-1,9.714947662E0
5.544275342E2,3.746708679E-1,7.679031372E-2,9.916278992E0
5.544375002E2,5.209167480E-1,3.354524231E-1,9.778265991E0
5.544474672E2,-5.105882263E-1,3.706292725E-1,9.870474243E0
5.544574332E2,-5.646258545E-1,1.538800049E-1,1.007390121E1
5.544674002E2,2.338137817E-1,8.771759033E-2,1.005803421E1
5.544773662E2,5.107379150E-1,1.905537415E-1,9.657467194E0
5.544873332E2,-2.912942505E-1,2.418969727E-1,9.885592804E0
5.544972992E2,3.035687256E-1,1.077758789E-2,9.891580353E0
5.545072662E2,1.220561829E0,-1.333726501E-1,9.762249298E0
5.545172322E2,4.143383789E-1,3.034190369E-1,9.596094818E0
5.545271992E2,-7.514373779E-1,1.416055298E-1,9.632918243E0
5.545371652E2,3.375480652E-1,5.284011841E-2,9.620194702E0
5.545471312E2,3.080593872E-1,4.504133606E-1,9.653126221E0
5.545570982E2,-7.357200623E-1,4.297563171E-1,9.575288086E0
5.545670642E2,-5.605842590E-1,2.067201233E-1,1.005459137E1
5.545770312E2,5.263055420E-1,3.180885315E-1,9.949509888E0
5.545869972E2,4.055067444E-1,7.304809570E-2,9.962682495E0
5.545969642E2,-1.227447510E-2,-5.029541016E-2,9.783056030E0
5.546069302E2,5.682183838E-1,1.079255676E-1,9.560319214E0
5.546168972E2,6.749464417E-1,5.553451538E-2,9.664951630E0
5.546268632E2,-2.170486450E-1,1.481918335E-1,9.906698914E0
5.546368302E2,5.203179932E-1,1.809736633E-1,9.707313538E0
5.546467962E2,3.954776001E-1,2.908451843E-1,9.727371826E0
5.546567622E2,-1.845661926E-1,3.811074829E-1,9.789492645E0
5.546667292E2,-9.500743103E-1,1.481918335E-1,9.997260590E0
5.546766952E2,1.619631958E-1,2.170486450E-1,9.976453857E0
5.546866622E2,5.375321960E-1,2.727328491E-1,1.002869522E1
5.546966282E2,-3.951782227E-2,-9.355545044E-2,1.010398865E1
5.547065952E2,3.873944092E-1,-6.945556641E-2,1.009186386E1
5.547165612E2,7.212002563E-1,2.143542480E-1,9.884245605E0
5.547265282E2,-3.293151855E-2,8.173004150E-2,9.952503662E0
5.547364942E2,9.295669556E-2,-3.188369751E-2,1.008812164E1
5.547464612E2,5.396278381E-1,1.166075134E-1,1.003767654E1
5.547564272E2,-1.169068909E-1,3.710783386E-1,9.901160431E0
5.547663942E2,-9.455836487E-1,1.901046753E-1,1.012374756E1
5.547763602E2,7.080276489E-2,-1.257385254E-2,1.023137375E1
5.547863272E2,6.210585022E-1,2.031275940E-1,1.023257126E1
5.547962932E2,4.206253052E-2,8.592132568E-2,1.014470398E1
5.548062592E2,1.118174744E-1,-2.142045593E-1,1.009904892E1
5.548162262E2,1.137185211E0,-1.294807434E-1,9.848320312E0
5.548261922E2,3.103047180E-1,1.267863464E-1,9.741592255E0
5.548361592E2,-3.290158081E-1,-6.406677246E-2,9.757758636E0
5.548461252E2,5.370831299E-1,-3.996688843E-2,1.000309845E1
5.548560922E2,4.370910645E-1,3.478765869E-1,9.948162689E0
5.548660582E2,-1.055754547E0,2.704875183E-1,9.847571869E0
5.548760252E2,-5.288502502E-1,2.514770508E-2,1.000040405E1
5.548859912E2,7.797285461E-1,1.675016785E-1,1.007734406E1
5.548959582E2,3.899391174E-1,1.848655701E-1,1.016925293E1
5.549059242E2,-5.430706787E-1,-1.197509766E-3,1.010578491E1
5.549158912E2,8.771759033E-1,-2.543211365E-1,9.861792297E0
5.549258572E2,9.964778137E-1,-1.318757629E-1,9.836943970E0
5.549358232E2,-1.085243225E-1,-4.790039063E-2,9.701924744E0
5.549457902E2,8.143066406E-2,-1.038839722E-1,9.583970032E0
5.549557562E2,9.108558655E-1,8.158035278E-2,9.652377777E0
5.549657232E2,1.962419128E-1,2.580633545E-1,9.720635834E0
5.549756892E2,-7.409591675E-1,4.490661621E-2,9.758357391E0
5.549856562E2,2.499801636E-2,-5.613327026E-2,9.743987274E0
5.549956222E2,4.793032837E-1,1.616638184E-1,9.839788055E0
5.550055892E2,-1.203497314E-1,-1.460961914E-1,9.893825684E0
5.550155552E2,1.806742859E-1,-5.433700562E-1,9.942175140E0
5.550255222E2,1.007255402E0,4.026626587E-2,9.722432098E0
5.550354882E2,9.355545044E-2,8.637039185E-2,9.501042480E0
5.550454552E2,-8.891510010E-2,-1.980381775E-1,9.611363068E0
5.550554212E2,6.441105652E-1,-6.256988525E-2,9.786648560E0
5.550653882E2,1.947450256E-1,3.486250305E-1,9.729467468E0
5.550753542E2,-7.021897888E-1,1.460961914E-1,9.865384827E0
5.550853202E2,-1.797761536E-1,-1.592687988E-1,9.787546692E0
5.550952872E2,4.686753845E-1,-8.532257080E-3,9.766141205E0
5.551052532E2,-3.987707520E-1,2.561174011E-1,9.759405212E0
5.551152202E2,-1.531315613E-1,-3.185375977E-1,9.902357941E0
5.551251862E2,1.210382996E0,-3.674858093E-1,1.009156448E1
5.551351532E2,4.320016479E-1,7.813751221E-2,9.940378876E0
5.551451192E2,-3.435356140E-1,-3.457809448E-2,9.596843262E0
5.551550862E2,6.451583862E-2,-3.891906738E-1,9.843081207E0
5.551650522E2,9.809101868E-1,1.490899658E-1,9.787397003E0
5.551750192E2,-6.274951172E-1,4.333488464E-1,9.830956421E0
5.551849852E2,-1.187181244E0,6.810836792E-2,9.863289185E0
5.551949522E2,6.056405640E-1,4.550537109E-2,9.990374908E0
5.552049182E2,5.394781494E-1,1.907034302E-1,9.840386810E0
5.552148852E2,-1.009201355E0,-3.936813354E-2,1.006282425E1
5.552248512E2,1.058299255E-1,-3.878434753E-1,1.007764343E1
5.552348172E2,1.386416931E0,-1.505868530E-1,1.017209702E1
5.552447842E2,2.565664673E-1,-2.604583740E-2,1.000459534E1
5.552547502E2,-2.291734314E-1,-2.600093079E-1,9.870623932E0
5.552647172E2,6.444099426E-1,-1.537303162E-1,9.767488403E0
5.552746832E2,2.318678284E-1,3.420387268E-1,9.937834167E0
5.552846502E2,-1.097068634E0,8.128097534E-2,9.952503662E0
5.552946162E2,-3.204835510E-1,-1.621128845E-1,1.013317795E1
5.553045832E2,7.644602966E-1,2.067201233E-1,1.013108231E1
5.553145492E2,-1.824705505E-1,4.146377563E-2,1.009021729E1
5.553245162E2,-1.924996948E-1,-3.646417236E-1,1.003408401E1
5.553344822E2,8.824150085E-1,-1.975891113E-1,1.015892441E1
5.553444492E2,8.846603394E-1,8.292755127E-2,1.001133133E1
5.553544152E2,-2.754272461E-2,-3.290158081E-1,9.865534515E0
5.553643822E2,9.879455566E-1,-3.122506714E-1,9.743388519E0
5.553743482E2,9.620494080E-1,1.619631958E-1,9.913584595E0
5.553843142E2,-6.825805664E-1,9.939331055E-2,1.004860382E1
5.553942818E2,-1.275347900E-1,-1.264869690E-1,1.001642075E1
5.554042478E2,1.036295013E0,-7.454498291E-2,9.793085175E0
5.554142148E2,-2.020797729E-2,3.370989990E-1,9.789642334E0
5.554241808E2,-5.038522339E-1,-2.697390747E-1,9.628726959E0
5.554341478E2,7.110214233E-1,-4.968168640E-1,9.753267975E0
5.554441138E2,1.120719452E0,-7.484436035E-3,9.745334473E0
5.554540808E2,-3.209326172E-1,2.574645996E-2,9.782008209E0
5.554640468E2,8.891510010E-2,-3.351530457E-1,9.839039612E0
5.554740138E2,1.014440460E0,-9.939331055E-2,9.753717041E0
5.554839798E2,1.754351807E-1,2.357597351E-1,9.649533691E0
5.554939468E2,-1.357976074E0,1.954934692E-1,9.592202911E0
5.555039128E2,-1.950444031E-1,-1.182540894E-2,9.857451324E0
5.555138798E2,1.513352966E-1,1.287322998E-1,1.017045044E1
5.555238458E2,-3.941304016E-1,1.613644409E-1,9.971813507E0
5.555338128E2,-3.137475586E-1,-2.130070496E-1,9.687105560E0
5.555437788E2,7.475454712E-1,-2.273771667E-1,9.832004242E0
5.555537448E2,3.858975220E-1,1.047821045E-2,9.795929260E0
5.555637118E2,1.216969299E-1,-9.071136475E-2,9.550439758E0
5.555736778E2,5.628295898E-1,-2.177970886E-1,9.507479095E0
5.555836448E2,5.312452698E-1,2.080673218E-2,9.785001984E0
5.555936108E2,-5.578898621E-1,2.926414490E-1,9.808802490E0
5.556035778E2,-9.068142700E-1,8.726852417E-2,9.774972839E0
5.556135438E2,4.041595459E-1,7.484436035E-2,9.867181091E0
5.556235108E2,-7.110214233E-2,2.173480225E-1,1.006207581E1
5.556334768E2,-3.140469360E-1,-1.199006653E-1,9.911039886E0
5.556434438E2,3.520678711E-1,-3.173400879E-1,9.790690155E0
5.556534098E2,9.083111572E-1,3.293151855E-3,9.831405487E0
5.556633768E2,1.589694214E-1,-1.017883301E-2,9.941875763E0
5.556733428E2,2.511776733E-1,-1.899549866E-1,9.837692413E0
5.556833088E2,5.116360474E-1,-7.140151978E-2,9.924362183E0
5.556932758E2,1.399589539E-1,2.462379456E-1,9.934391327E0
5.557032418E2,-3.450325012E-1,1.013392639E-1,9.876910858E0
5.557132088E2,8.711883545E-2,6.077362061E-2,1.000100281E1
5.557231748E2,-3.547622681E-2,2.360591125E-1,1.023661285E1
5.557331418E2,-2.275268555E-1,1.932481384E-1,1.026684998E1
5.557431078E2,4.180805969E-1,-2.737806702E-1,1.027313690E1
5.557530748E2,7.683522034E-1,-1.519340515E-1,1.010159363E1
5.557630408E2,3.809577942E-1,8.637039185E-2,9.884544983E0
5.557730078E2,1.480421448E-1,-6.256988525E-2,9.691446533E0
5.557829738E2,6.026467896E-1,-1.633103943E-1,9.898016968E0
5.557929408E2,3.598516846E-1,2.198927307E-1,1.004590942E1
5.558029068E2,-1.930984497E-1,2.249821472E-1,9.921817474E0
5.558128738E2,3.852987671E-1,1.188528442E-1,9.808203735E0
5.558228398E2,-1.586700439E-2,2.869532776E-1,1.004965164E1
5.558328068E2,-2.775228882E-1,2.480342102E-1,1.004935226E1
5.558427728E2,-2.866539001E-1,1.309776306E-1,1.004665787E1
5.558527398E2,1.155596924E0,-1.863624573E-1,9.872719574E0
5.558627058E2,6.731501770E-1,1.062789917E-2,1.005204666E1
5.558726718E2,-1.628613281E-1,7.738906860E-2,9.890233154E0
5.558826388E2,1.435514832E-1,-2.993774414E-4,9.809251556E0
5.558926048E2,9.804611206E-1,-4.655319214E-2,9.824070740E0
5.559025718E2,6.735992432E-2,2.661465454E-1,9.892927551E0
5.559125378E2,-2.344125366E-1,1.354682922E-1,9.613907776E0
5.559225048E2,1.481918335E-1,7.798782349E-2,9.612710266E0
5.559324708E2,1.480421448E-1,1.919009399E-1,9.773326263E0
5.559424378E2,-4.806504822E-1,5.927673340E-2,9.964628448E0
5.559524038E2,1.475930786E-1,5.059478760E-2,9.948162689E0
5.559623708E2,7.164102173E-1,4.700225830E-2,9.984537048E0
5.559723368E2,3.773652649E-1,5.822891235E-2,9.881700897E0
5.559823038E2,-8.277786255E-2,4.685256958E-2,9.839488678E0
5.559922698E2,2.637515259E-1,1.323248291E-1,9.733209686E0
5.560022368E2,4.442761230E-1,2.820135498E-1,9.848170624E0
5.560122028E2,-8.053253174E-2,1.663041687E-1,9.854158173E0
5.560221698E2,-3.339555359E-1,2.707868958E-1,9.765093384E0
5.560321358E2,-3.505709839E-1,3.367996216E-1,9.689201202E0
5.560421028E2,-4.785548401E-1,2.647993469E-1,9.902657318E0
5.560520688E2,4.384382629E-1,4.191284180E-3,1.002300705E1
5.560620348E2,1.396595764E-1,5.149291992E-2,1.004052063E1
5.560720018E2,2.619552612E-1,1.386117554E-1,9.834249573E0
5.560819678E2,3.323089600E-1,-1.676513672E-2,9.716444550E0
5.560919348E2,9.803114319E-1,-8.442443848E-2,9.588311005E0
5.561019008E2,9.639953613E-2,2.911445618E-1,9.698332214E0
5.561118678E2,-1.725910950E-1,3.357518005E-1,9.746531982E0
5.561218338E2,3.727249146E-2,3.754193115E-1,9.892029419E0
5.561318008E2,-2.231858826E-1,3.185375977E-1,9.845775604E0
5.561417668E2,-6.948550415E-1,3.415896606E-1,1.004156845E1
5.561517338E2,-4.391867065E-1,2.445913696E-1,1.006970993E1
5.561616998E2,5.513035583E-1,6.017486572E-2,1.004845413E1
5.561716668E2,2.222877502E-1,6.436614990E-2,1.012374756E1
5.561816328E2,1.960922241E-1,3.727249146E-2,9.982291718E0
5.561915998E2,8.774752808E-1,8.487350464E-2,9.720336456E0
5.562015658E2,4.876858521E-1,1.749861145E-1,9.722731476E0
5.562115328E2,-4.034111023E-1,1.119671631E-1,9.908644867E0
5.562214988E2,3.706292725E-1,2.628533936E-1,9.938432922E0
5.562314658E2,3.652404785E-1,3.284170532E-1,9.789492645E0
5.562414318E2,-2.168989563E-1,3.095562744E-1,9.864337006E0
5.562513988E2,-6.652166748E-1,2.441423035E-1,9.844278717E0
5.562613648E2,4.857398987E-1,1.377136230E-1,9.711654510E0
5.562713308E2,5.956114197E-1,2.309696960E-1,9.836943970E0
5.562812978E2,2.121089172E-1,5.284011841E-2,9.941426697E0
5.562912638E2,7.328759766E-1,-1.639091492E-1,9.877060547E0
5.563012308E2,5.393284607E-1,1.182540894E-1,9.592053223E0
5.563111968E2,-4.999603271E-2,2.016307068E-1,9.692194977E0
5.563211638E2,-4.251159668E-2,1.179547119E-1,9.924661560E0
5.563311298E2,7.433541870E-1,1.787283325E-1,9.959838409E0
5.563410968E2,3.122506714E-1,4.023632813E-1,9.821675720E0
5.563510628E2,-9.008267212E-1,4.237687683E-1,9.849817200E0
5.563610298E2,9.535171509E-2,1.146615601E-1,9.806257782E0
5.563709958E2,6.248007202E-1,9.744735718E-2,9.923464050E0
5.563809628E2,2.670446777E-1,2.396516418E-1,9.869576111E0
5.563909288E2,-2.094145203E-1,9.984237671E-2,1.007869125E1
5.564008958E2,6.391708374E-1,7.993377686E-2,1.001432510E1
5.564108618E2,4.369413757E-1,2.475851440E-1,9.960886230E0
5.564208288E2,-7.020401001E-2,1.817221069E-1,9.743238831E0
5.564307948E2,1.365161133E-1,1.547781372E-1,9.883946228E0
5.564407618E2,3.360511780E-1,4.611909485E-1,9.977202301E0
5.564507278E2,-3.915856934E-1,3.189866638E-1,1.012659164E1
5.564606938E2,-3.559597778E-1,2.231858826E-1,1.011147308E1
5.564706608E2,3.394940186E-1,2.466870117E-1,1.005533981E1
5.564806268E2,2.023791504E-1,2.486329651E-1,1.002764740E1
5.564905938E2,-2.778222656E-1,5.568420410E-2,1.009276199E1
5.565005598E2,5.930667114E-1,6.691085815E-2,9.807455292E0
5.565105268E2,9.154962158E-1,1.555265808E-1,9.765991516E0
5.565204928E2,2.745291138E-1,1.960922241E-1,9.715845795E0
5.565304598E2,7.334747314E-2,7.020401001E-2,9.813891907E0
5.565404258E2,2.996768188E-1,4.008663940E-1,9.868677979E0
5.565503928E2,1.245410156E-1,4.369413757E-1,9.930499420E0
5.565603588E2,-4.604425049E-1,3.462300110E-1,1.000055374E1
5.565703258E2,-3.725752258E-1,2.387535095E-1,1.003468277E1
5.565802918E2,-4.251159668E-2,3.597019958E-1,9.915231171E0
5.565902588E2,3.682342529E-2,1.543290710E-1,9.988428955E0
5.566002248E2,3.466790771E-1,-4.849914551E-2,9.958640900E0
5.566101918E2,7.846682739E-1,1.499880981E-1,1.001342697E1
5.566201578E2,3.484753418E-1,2.234852600E-1,9.835896149E0
5.566301248E2,2.769241333E-1,4.805007935E-2,9.802814941E0
5.566400908E2,4.384382629E-1,1.466949463E-1,9.821675720E0
5.566500578E2,-3.727249146E-1,6.153703308E-1,9.918224945E0
5.566600238E2,-8.363108826E-1,4.969665527E-1,9.970466309E0
5.566699908E2,-3.098556519E-1,2.106120300E-1,1.000699036E1
5.566799568E2,8.309220886E-1,1.848655701E-1,9.829010468E0
5.566899238E2,-3.932322693E-1,3.962260437E-1,9.802665253E0
5.566998898E2,-2.537223816E-1,3.412902832E-2,9.684411163E0
5.567098558E2,1.148262177E0,-3.592529297E-3,9.729018402E0
5.567198228E2,1.136137390E0,1.899549866E-1,9.649833069E0
5.567297888E2,1.002914429E-2,2.691403198E-1,9.653425598E0
5.567397558E2,7.813751221E-2,-7.364685059E-2,9.634864197E0
5.567497218E2,6.947053528E-1,3.168910217E-1,9.727072449E0
5.567596888E2,-8.981323242E-3,4.411326599E-1,9.677076416E0
5.567696548E2,-6.869215393E-1,3.510200500E-1,9.663604431E0
5.567796218E2,2.317181396E-1,2.456391907E-1,9.792486420E0
5.567895878E2,2.677931213E-1,3.038681030E-1,9.989027710E0
5.567995548E2,-1.498384094E-1,1.594184875E-1,9.907447357E0
5.568095208E2,4.385879517E-1,7.604187012E-2,9.738149414E0
5.568194878E2,9.804611206E-1,2.044747925E-1,9.796078949E0
5.568294538E2,3.577560425E-2,1.856140137E-1,9.977950745E0
5.568394208E2,-4.969665527E-2,4.819976807E-2,9.897567902E0
5.568493868E2,7.237449646E-1,1.953437805E-1,9.685608673E0
5.568593538E2,3.059637451E-1,3.480262756E-1,9.801168365E0
5.568693198E2,-5.065466309E-1,3.243754578E-1,9.871671753E0
5.568792868E2,-4.237687683E-1,1.389111328E-1,9.932894440E0
5.568892528E2,3.444337463E-1,3.691323853E-1,1.004321503E1
5.568992198E2,-4.700225830E-2,3.981719971E-1,1.012778915E1
5.569091858E2,1.712438965E-1,-3.397933960E-2,1.004126907E1
5.569191528E2,6.809339905E-1,4.086502075E-2,9.974507904E0
5.569291188E2,4.831951904E-1,3.700305176E-1,9.768386536E0
5.569390858E2,-2.200424194E-2,1.740879822E-1,9.884544983E0
5.569490518E2,5.486091614E-1,-3.742218018E-3,9.917027435E0
5.569590188E2,6.569837952E-1,2.954855347E-1,9.988578644E0
